Protein.Ids,Gene_Symbol,First.Protein.Description,log2FC,log2.protein.intensity,P_value,Adjusted_P_value,Condition
Q8K4Z3,Naxe,NAD(P)H-hydrate epimerase,0.3365670872,21.8262107,0.003460805518,0.01685875198,Not_sig
Q8K4Z5,Sf3a1,Splicing factor 3A subunit 1,-0.6507399575,20.84466361,0.005346375122,0.02291988617,Down
Q8N7N5,Dcaf8,DDB1- and CUL4-associated factor 8,-0.02742053088,18.7519509,0.8875615607,0.9258143503,Not_sig
Q8QZR5,Gpt,Alanine aminotransferase 1,0.8997609395,20.84583766,0.0005732204366,0.004921586599,Up
Q8QZS1,Hibch,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",0.2101581164,21.86974935,0.2614874903,0.3835332026,Not_sig
Q8QZT1,Acat1,"Acetyl-CoA acetyltransferase, mitochondrial",-0.01573880621,23.88098466,0.8825969389,0.9228136461,Not_sig
Q8QZY1,Eif3l,Eukaryotic translation initiation factor 3 subunit L,-0.2390049577,20.96561189,0.05018319896,0.1156724249,Not_sig
Q8QZY9,Sf3b4,Splicing factor 3B subunit 4,-0.5081658723,20.07695187,0.09879568933,0.1881682471,Not_sig
Q8R001,Mapre2,Microtubule-associated protein RP/EB family member 2,0.08005716118,21.62687622,0.430813307,0.5571288758,Not_sig
Q8R010,Aimp2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,-0.3045419139,22.13341849,0.01420203307,0.04591773934,Not_sig
Q8R016,Blmh,Bleomycin hydrolase,-0.07512120479,22.06070799,0.3759322401,0.5045857796,Not_sig
Q8R050,Gspt1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,-0.2602737727,21.33985923,0.03385322069,0.08613088217,Not_sig
Q8R059,Gale,UDP-glucose 4-epimerase,0.1889362898,19.6116205,0.3390234342,0.4655029129,Not_sig
Q8R081,Hnrnpl,Heterogeneous nuclear ribonucleoprotein L,-0.419974736,22.96326046,0.001780434984,0.01052300368,Not_sig
Q8R086,Suox,"Sulfite oxidase, mitochondrial",0.08336219617,18.37996161,0.7484940104,0.8263109486,Not_sig
Q8R0A7,Kiaa0513,Uncharacterized protein KIAA0513,-0.3390410268,19.92197942,0.08996309462,0.1757820589,Not_sig
Q8R0F8,Fahd1,"Acylpyruvase FAHD1, mitochondrial",0.6224416446,18.6033404,0.09213778222,0.1787752494,Not_sig
Q8R0G9,Nup133,Nuclear pore complex protein Nup133,0.1753371426,19.42073462,0.3379778138,0.4645676348,Not_sig
Q8R0H9,Gga1,ADP-ribosylation factor-binding protein GGA1,-0.1937507507,18.88016123,0.2639300445,0.3863412608,Not_sig
Q8R0P4,Aamdc,Mth938 domain-containing protein,0.3911380384,22.7305754,0.007080890111,0.02812034413,Not_sig
Q8R0S2,Iqsec1,IQ motif and SEC7 domain-containing protein 1,0.3917294876,19.92691163,0.04326994593,0.1034151708,Not_sig
Q8R0X7,Sgpl1,Sphingosine-1-phosphate lyase 1,-0.4699089501,20.69524115,0.0007778013202,0.005960545588,Not_sig
Q8R0Y6,Aldh1l1,Cytosolic 10-formyltetrahydrofolate dehydrogenase,0.7727985904,21.78323182,0.04675170445,0.1093446592,Not_sig
Q8R105,Vps37c,Vacuolar protein sorting-associated protein 37C,-0.00698714972,21.44369254,0.9526512936,0.9704151696,Not_sig
Q8R121,Serpina10,Protein Z-dependent protease inhibitor,1.890565145,19.87136105,0.07327924098,0.1522106559,Not_sig
Q8R123,Flad1,FAD synthase,0.7063845219,19.34986408,0.00207049897,0.01154167356,Up
Q8R127,Sccpdh,Saccharopine dehydrogenase-like oxidoreductase,-0.3972908248,21.82680177,0.005016119683,0.02171700398,Not_sig
Q8R146,Apeh,Acylamino-acid-releasing enzyme,-0.3524420573,22.06223635,0.01143917407,0.03900572001,Not_sig
Q8R151,Znfx1,NFX1-type zinc finger-containing protein 1,0.6325637942,18.61161655,0.04018563072,0.09796451316,Not_sig
Q8R164,Bphl,Valacyclovir hydrolase,0.08956343315,21.27044491,0.6822521675,0.7762369201,Not_sig
Q8R180,Ero1a,ERO1-like protein alpha,-0.1644011147,20.73576677,0.2544619733,0.3767179969,Not_sig
Q8R1A4,Dock7,Dedicator of cytokinesis protein 7,-0.06911915449,20.2753565,0.509543141,0.6263236809,Not_sig
Q8R1B4,Eif3c,Eukaryotic translation initiation factor 3 subunit C,-0.2927575169,22.27453686,0.02399550755,0.06707516145,Not_sig
Q8R1F1,Niban2,Protein Niban 2,0.2897626732,22.46643004,0.005383082004,0.02299989451,Not_sig
Q8R1F6,Hid1,Protein HID1,-0.3101910652,20.40928543,0.01705681159,0.05242173001,Not_sig
Q8R1G2,Cmbl,Carboxymethylenebutenolidase homolog,0.6097252808,21.91167298,0.0002617894298,0.003061415228,Up
Q8R1I1,Uqcr10,Cytochrome b-c1 complex subunit 9,0.1582068663,21.67924762,0.3041666536,0.4301630186,Not_sig
Q8R1K4,Phykpl,5-phosphohydroxy-L-lysine phospho-lyase,1.222911655,19.44612906,0.000001384819952,0.00009718775395,Up
Q8R1N4,Nudcd3,NudC domain-containing protein 3,-0.5409762953,19.985689,0.05513515079,0.123657957,Not_sig
Q8R1Q8,Dync1li1,Cytoplasmic dynein 1 light intermediate chain 1,0.01368883539,22.63545984,0.8947481514,0.9300127565,Not_sig
Q8R1R3,Stard7,"StAR-related lipid transfer protein 7, mitochondrial",0.4938351541,18.70011112,0.1684177398,0.2788006221,Not_sig
Q8R1S0,Coq6,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",0.4617058927,16.73948514,0.4640351355,0.5866017712,Not_sig
Q8R1U1,Cog4,Conserved oligomeric Golgi complex subunit 4,-0.1946737554,18.79125425,0.6678113671,0.7661119074,Not_sig
Q8R1V4,Tmed4,Transmembrane emp24 domain-containing protein 4,-0.112275222,20.37628614,0.6420780563,0.746066997,Not_sig
Q8R1X6,Spart,Spartin,-0.1110172738,21.46876364,0.4984050729,0.615990604,Not_sig
Q8R2G4,Art3,Ecto-ADP-ribosyltransferase 3,0.5795708562,23.09749896,0.0002033702224,0.002672466428,Not_sig
Q8R2H9,Phospho1,Phosphoethanolamine/phosphocholine phosphatase,0.3422639163,20.31556149,0.01512958135,0.04810469564,Not_sig
Q8R2S8,Cd177,CD177 antigen,-4.359029701,17.53872461,0.000000007802530569,0.000001989125127,Down
Q8R2U0,Seh1l,Nucleoporin SEH1,-0.05642315012,20.24077794,0.8244420252,0.8818197614,Not_sig
Q8R2U4,Ntmt1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,0.5145512626,18.77966812,0.01887143991,0.05663393357,Not_sig
Q8R2U6,Nudt4,Diphosphoinositol polyphosphate phosphohydrolase 2,-0.006740539388,20.39365795,0.9766594225,0.985421011,Not_sig
Q8R2Y0,Abhd6,Monoacylglycerol lipase ABHD6,-0.2182923737,18.91426986,0.223546156,0.3428963099,Not_sig
Q8R2Y2,Mcam,Cell surface glycoprotein MUC18,0.2034275626,21.69217428,0.07836190373,0.1593914467,Not_sig
Q8R2Y8,Ptrh2,"Peptidyl-tRNA hydrolase 2, mitochondrial",-0.3413928318,18.85055448,0.08695030644,0.1710380514,Not_sig
Q8R2Z5,Vwa1,von Willebrand factor A domain-containing protein 1,0.2391308804,23.50201019,0.01351824233,0.0443653705,Not_sig
Q8R307,Vps18,Vacuolar protein sorting-associated protein 18 homolog,0.1016990486,19.32258796,0.4863110479,0.6065405895,Not_sig
Q8R310,Tmcc3,Transmembrane and coiled-coil domain protein 3,-0.6415352557,16.99763635,0.1406542652,0.2451667248,Not_sig
Q8R317,Ubqln1,Ubiquilin-1,-0.3444725643,22.28324211,0.09006022265,0.1757990257,Not_sig
Q8R326,Pspc1,Paraspeckle component 1,-0.4243921971,20.66006697,0.004641355275,0.02066186563,Not_sig
Q8R332,Nup58,Nucleoporin p58/p45,-0.5475830461,18.97768879,0.03871602129,0.0953062556,Not_sig
Q8R349,Cdc16,Cell division cycle protein 16 homolog,-0.785153018,19.55976089,0.0003194867861,0.003375387434,Down
Q8R361,Rab11fip5,Rab11 family-interacting protein 5,-0.2668086605,19.64572662,0.2295460556,0.3494363522,Not_sig
Q8R366,Igsf8,Immunoglobulin superfamily member 8,-0.1301728595,20.11841451,0.4370718325,0.5610482334,Not_sig
Q8R3B1,Plcd1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",-0.004416458126,20.66008386,0.9700452921,0.9808178733,Not_sig
Q8R3D1,Tbc1d13,TBC1 domain family member 13,-0.0939121481,19.72768389,0.7952056461,0.8604602124,Not_sig
Q8R3H7,Hs2st1,Heparan sulfate 2-O-sulfotransferase 1,0.4044129544,18.68140403,0.1080635125,0.2013815164,Not_sig
Q8R3I2,Mboat2,Lysophospholipid acyltransferase 2,-0.647982451,19.88745097,0.0008003961707,0.006025029443,Down
Q8R3I3,Cog6,Conserved oligomeric Golgi complex subunit 6,-0.0712976619,18.97789071,0.6910728135,0.783011093,Not_sig
Q8R3P0,Aspa,Aspartoacylase,0.1366527902,23.11180206,0.1570433437,0.2659321886,Not_sig
Q8R3Q2,Ppp6r2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,0.4272604696,18.92445633,0.08001468467,0.1616355807,Not_sig
Q8R3Q6,Mix23,Coiled-coil domain-containing protein 58,0.3032495334,19.20872289,0.1978812881,0.3134623222,Not_sig
Q8R3S6,Exoc1,Exocyst complex component 1,0.08527643443,19.54838002,0.433282968,0.558100837,Not_sig
Q8R3T5,Stxbp6,Syntaxin-binding protein 6,0.4279278792,24.52055875,0.00670358288,0.02709778111,Not_sig
Q8R3U1,Plaat3,Phospholipase A and acyltransferase 3,-0.1671620481,21.9570396,0.1620577217,0.2714449093,Not_sig
Q8R3V5,Sh3glb2,Endophilin-B2,-0.2022834799,20.65237606,0.3339764711,0.4610563268,Not_sig
Q8R3Z5,Cacnb1,Voltage-dependent L-type calcium channel subunit beta-1,1.581634205,20.33475929,0.00042611001,0.004002239649,Up
Q8R404,Micos13,MICOS complex subunit MIC13,0.07481339557,20.70604931,0.6238119741,0.7294776145,Not_sig
Q8R429,Atp2a1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,0.7404542648,26.50508785,0.07080891885,0.1486132303,Not_sig
Q8R464,Cadm4,Cell adhesion molecule 4,0.01135719184,26.22653721,0.9213411882,0.9483738099,Not_sig
Q8R480,Nup85,Nuclear pore complex protein Nup85,0.3383278847,18.22112715,0.3435262647,0.4701662262,Not_sig
Q8R4C2,Rufy2,RUN and FYVE domain-containing protein 2,0.396380573,19.68067773,0.03376958826,0.08597530327,Not_sig
Q8R4E4,Myoz3,Myozenin-3,-1.708860751,17.31503575,0.07311956295,0.1519615265,Not_sig
Q8R4E6,Purg,Purine-rich element-binding protein gamma,0.1344581852,20.28067734,0.4049237943,0.5315676024,Not_sig
Q8R4H2,Arhgef12,Rho guanine nucleotide exchange factor 12,-0.2914081526,20.00306339,0.1606121387,0.2703260644,Not_sig
Q8R4N0,Clybl,"Citramalyl-CoA lyase, mitochondrial",0.3611619358,20.5348683,0.1234929461,0.2223338164,Not_sig
Q8R4R6,Nup35,Nucleoporin NUP35,-0.1043312372,19.21865196,0.5160017895,0.6325811512,Not_sig
Q8R4U7,Luzp1,Leucine zipper protein 1,-0.0654242098,19.2738174,0.7947369743,0.8603421639,Not_sig
Q8R4V2,Dusp15,Dual specificity protein phosphatase 15,0.578583298,22.65927607,0.0001122588897,0.001796142235,Not_sig
Q8R4X3,Rbm12,RNA-binding protein 12,-0.6758820333,19.856877,0.0004430925784,0.004114370055,Down
Q8R4Y4,Stab1,Stabilin-1,-1.335211189,17.38850358,0.01803492928,0.05464783641,Not_sig
Q8R502,Lrrc8c,Volume-regulated anion channel subunit LRRC8C,0.9602881259,21.82149063,0.001045617103,0.007269890548,Up
Q8R550,Sh3kbp1,SH3 domain-containing kinase-binding protein 1,-0.6469129045,19.03880023,0.02255512544,0.06446248108,Not_sig
Q8R570,Snap47,Synaptosomal-associated protein 47,0.04259398498,20.81872218,0.787231548,0.854976836,Not_sig
Q8R574,Prpsap2,Phosphoribosyl pyrophosphate synthase-associated protein 2,-0.02488310647,20.16473908,0.838539494,0.8914998902,Not_sig
Q8R5A6,Tbc1d22a,TBC1 domain family member 22A,-0.02855224905,19.9232203,0.8389615666,0.8916589857,Not_sig
Q8R5C5,Actr1b,Beta-centractin,-0.135990163,21.50018149,0.2018784445,0.3179502355,Not_sig
Q8R5H1,Usp15,Ubiquitin carboxyl-terminal hydrolase 15,0.04194946751,20.26504554,0.7126890192,0.7994493428,Not_sig
Q8R5L3,Vps39,Vam6/Vps39-like protein,-0.4910579027,18.15538867,0.1282485198,0.229812935,Not_sig
Q8R5M8,Cadm1,Cell adhesion molecule 1,0.03520372416,22.58653503,0.7303405435,0.8116309905,Not_sig
Q8VBT0,Tmx1,Thioredoxin-related transmembrane protein 1,-0.2631282822,20.24979487,0.14778236,0.2538723022,Not_sig
Q8VBT9,Aspscr1,Tether containing UBX domain for GLUT4,-0.4694592867,19.15712677,0.04478801079,0.1061148409,Not_sig
Q8VBV3,Exosc2,Exosome complex component RRP4,0.01881750178,18.18046325,0.9497848457,0.9682690615,Not_sig
Q8VBV7,Cops8,COP9 signalosome complex subunit 8,-0.01261005316,22.53519237,0.9069348128,0.9396149347,Not_sig
Q8VBW6,Nae1,NEDD8-activating enzyme E1 regulatory subunit,0.2536866161,21.61669257,0.03500254715,0.08848002426,Not_sig
Q8VBX6,Mpdz,Multiple PDZ domain protein,-0.3462314968,19.21696081,0.02389848207,0.06685281305,Not_sig
Q8VBY2,Camkk1,Calcium/calmodulin-dependent protein kinase kinase 1,-1.995770602,18.61936841,0.0896581621,0.175551875,Not_sig
Q8VBZ3,Clptm1,Cleft lip and palate transmembrane protein 1 homolog,-0.5240999551,20.28813531,0.0194098011,0.05762661444,Not_sig
Q8VC03,Eml3,Echinoderm microtubule-associated protein-like 3,-1.765760339,17.41086542,0.02004433164,0.05909755141,Not_sig
Q8VC30,Tkfc,Triokinase/FMN cyclase,0.618635727,19.75664242,0.04562998455,0.1073778836,Not_sig
Q8VC31,Ccdc9,Coiled-coil domain-containing protein 9,-0.7436975223,18.19621992,0.220493374,0.3393024797,Not_sig
Q8VC88,Gca,Grancalcin,-0.3925474465,20.11761999,0.05445201228,0.1227015291,Not_sig
Q8VC98,Plekha4,Pleckstrin homology domain-containing family A member 4,-0.3026504456,20.98992225,0.02484896614,0.06850933418,Not_sig
Q8VCA8,Scrn2,Secernin-2,0.811918616,20.02482256,0.000801985735,0.00602513448,Up
Q8VCD6,Reep2,Receptor expression-enhancing protein 2,-0.08539678884,20.62439705,0.516080639,0.6325811512,Not_sig
Q8VCG4,C8g,Complement component C8 gamma chain,-1.195292718,20.32304082,0.00105736704,0.007272251006,Down
Q8VCH6,Dhcr24,Delta(24)-sterol reductase,-1.852731174,21.19568109,0.000000177829989,0.00002421655768,Down
Q8VCH8,Ubxn4,UBX domain-containing protein 4,-1.083644865,19.47600246,0.00365387624,0.01757537452,Down
Q8VCI5,Pex19,Peroxisomal biogenesis factor 19,-0.7875400925,20.11482047,0.008149029828,0.03076198427,Down
Q8VCM7,Fgg,Fibrinogen gamma chain,0.788126328,24.63753875,0.002777041766,0.01429260796,Up
Q8VCM8,Ncln,Nicalin,-0.2976485304,19.98972399,0.1983725226,0.3139803504,Not_sig
Q8VCN6,Cd99,CD99 antigen,0.3215170639,22.60845409,0.05292587045,0.1201832118,Not_sig
Q8VCN9,Tbcc,Tubulin-specific chaperone C,-0.004039555777,21.02545982,0.9823230187,0.9890477155,Not_sig
Q8VCR7,Abhd14b,Protein ABHD14B,0.4552462111,22.20293526,0.01047144556,0.03683790968,Not_sig
Q8VCR8,Mylk2,"Myosin light chain kinase 2, skeletal/cardiac muscle",-0.4778785999,20.35886917,0.07340812809,0.1523129039,Not_sig
Q8VCS0,Pglyrp2,N-acetylmuramoyl-L-alanine amidase,0.92361108,19.17587391,0.01990868055,0.05887692911,Not_sig
Q8VCT3,Rnpep,Aminopeptidase B,-0.07310481082,20.96445864,0.5496129342,0.6644703954,Not_sig
Q8VCT4,Ces1d,Carboxylesterase 1D,-0.5229433233,18.91042828,0.3861087622,0.5149912475,Not_sig
Q8VCW8,Acsf2,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",0.03699800041,21.91862471,0.6696627351,0.7667036824,Not_sig
Q8VD04,Gripap1,GRIP1-associated protein 1,-0.1303150323,20.0459255,0.5038327006,0.6205012067,Not_sig
Q8VD26,Tmem143,Transmembrane protein 143,0.1686376666,18.35157704,0.4841714303,0.6048583958,Not_sig
Q8VD33,Sgtb,Small glutamine-rich tetratricopeptide repeat-containing protein beta,0.2733295422,19.55141483,0.4888811476,0.6081456355,Not_sig
Q8VD62,Bles03,UPF0696 protein C11orf68 homolog,0.1023891697,21.02763879,0.316340809,0.4414916985,Not_sig
Q8VD65,Pik3r4,Phosphoinositide 3-kinase regulatory subunit 4,-0.05980424013,19.99024957,0.644048541,0.7475488581,Not_sig
Q8VD66,Abhd4,(Lyso)-N-acylphosphatidylethanolamine lipase,-0.05768064507,20.22399576,0.697765975,0.7880263108,Not_sig
Q8VD75,Hip1,Huntingtin-interacting protein 1,-0.277255668,20.3018359,0.02354712828,0.06625770312,Not_sig
Q8VDC1,Fyco1,FYVE and coiled-coil domain-containing protein 1,0.4591836175,20.36406581,0.01738579645,0.05321332027,Not_sig
Q8VDD5,Myh9,Myosin-9,-0.3574525055,24.48460837,0.01474481722,0.04730216532,Not_sig
Q8VDD8,Washc1,WASH complex subunit 1,-0.8958729774,19.75232279,0.03769271931,0.09371713826,Not_sig
Q8VDG5,Ppcs,Phosphopantothenate--cysteine ligase,-0.2500744425,18.53233782,0.7762874362,0.847907214,Not_sig
Q8VDI7,Ubac1,Ubiquitin-associated domain-containing protein 1,-0.0001074498531,21.44808657,0.9993236159,0.9993236159,Not_sig
Q8VDJ3,Hdlbp,Vigilin,-1.131890588,22.13508323,0.00242509403,0.0128265001,Down
Q8VDK1,Nit1,Deaminated glutathione amidase,0.2618231834,19.95685544,0.06745083217,0.1431365051,Not_sig
Q8VDL4,Adpgk,ADP-dependent glucokinase,-0.9934154353,21.80373759,0.000002062005196,0.0001282753622,Down
Q8VDM4,Psmd2,26S proteasome non-ATPase regulatory subunit 2,-0.1253311897,21.64308782,0.2140701756,0.332225792,Not_sig
Q8VDM6,Hnrnpul1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,-0.3091788018,20.49876399,0.008933429818,0.03300621799,Not_sig
Q8VDN2,Atp1a1,Sodium/potassium-transporting ATPase subunit alpha-1,0.01638235326,26.62082634,0.8889260822,0.9266585716,Not_sig
Q8VDN4,Ccdc92,Coiled-coil domain-containing protein 92,-0.02436927135,21.83390406,0.8539809607,0.9031037593,Not_sig
Q8VDP3,Mical1,[F-actin]-monooxygenase MICAL1,0.04983295556,21.62940355,0.6132692412,0.7209165627,Not_sig
Q8VDP4,Ccar2,Cell cycle and apoptosis regulator protein 2,-0.4029574073,20.23602203,0.03116490622,0.08113054501,Not_sig
Q8VDP6,Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,-0.2219119722,23.24198459,0.06343427548,0.1366146014,Not_sig
Q8VDQ1,Ptgr2,Prostaglandin reductase 2,0.2155532825,19.95860995,0.07364599399,0.1526866123,Not_sig
Q8VDQ8,Sirt2,NAD-dependent protein deacetylase sirtuin-2,0.1552424468,22.99221587,0.09590443997,0.1845126248,Not_sig
Q8VDS4,Rprd1a,Regulation of nuclear pre-mRNA domain-containing protein 1A,-1.795139298,16.48984712,0.007979487732,0.03051356109,Down
Q8VE09,Ttc39c,Tetratricopeptide repeat protein 39C,-0.100594478,18.78553942,0.5933196255,0.7024298492,Not_sig
Q8VE11,Mtmr6,Myotubularin-related protein 6,-0.04845013779,19.31896464,0.7440789768,0.8223176402,Not_sig
Q8VE19,Mios,GATOR complex protein MIOS,-1.614145526,16.53570212,0.01743887156,0.05330635079,Not_sig
Q8VE22,Mrps23,"28S ribosomal protein S23, mitochondrial",-0.2583053024,18.99650454,0.2410542645,0.3620547947,Not_sig
Q8VE33,Gdap1l1,Ganglioside-induced differentiation-associated protein 1-like 1,0.7288922176,20.63736359,0.000653503335,0.005339736652,Up
Q8VE37,Rcc1,Regulator of chromosome condensation,0.1413702496,19.21904085,0.3755852275,0.5042970189,Not_sig
Q8VE47,Uba5,Ubiquitin-like modifier-activating enzyme 5,0.135383846,20.15929998,0.3498406183,0.4769359162,Not_sig
Q8VE62,Paip1,Polyadenylate-binding protein-interacting protein 1,0.2843384761,20.64900704,0.06421257716,0.1377512055,Not_sig
Q8VE70,Pdcd10,Programmed cell death protein 10,-0.0255762055,19.79939592,0.8755371878,0.9182814608,Not_sig
Q8VE88,Fam114a2,Protein FAM114A2,-0.4399535171,19.74149739,0.02773885201,0.0744374527,Not_sig
Q8VE97,Srsf4,Serine/arginine-rich splicing factor 4,-0.4783797182,19.13364713,0.01244812802,0.04157348607,Not_sig
Q8VED9,Lgalsl,Galectin-related protein,0.5945194788,19.62899341,0.01525572676,0.04833297359,Up
Q8VEE1,Lmcd1,LIM and cysteine-rich domains protein 1,1.120443816,21.12242757,0.007457866375,0.02898260266,Up
Q8VEE4,Rpa1,Replication protein A 70 kDa DNA-binding subunit,-0.3596185866,19.49757437,0.1070017498,0.2001408341,Not_sig
Q8VEH3,Arl8a,ADP-ribosylation factor-like protein 8A,-0.188912534,20.93712586,0.1283683131,0.229812935,Not_sig
Q8VEH5,Epm2aip1,EPM2A-interacting protein 1,0.339632431,20.58661399,0.007035243054,0.02805293998,Not_sig
Q8VEJ9,Vps4a,Vacuolar protein sorting-associated protein 4A,-0.329418111,21.73773891,0.0766542776,0.1571131418,Not_sig
Q8VEK0,Tmem30a,Cell cycle control protein 50A,0.3904531259,20.17396831,0.1344149902,0.2375244559,Not_sig
Q8VEK3,Hnrnpu,Heterogeneous nuclear ribonucleoprotein U,-0.7559875938,23.63054583,0.0004246185073,0.003999362493,Down
Q8VEM8,Slc25a3,"Phosphate carrier protein, mitochondrial",-0.1378641685,24.54876302,0.2180769873,0.3365320418,Not_sig
Q8VH51,Rbm39,RNA-binding protein 39,-0.5888908394,20.92873351,0.00123895081,0.008104185687,Down
Q8VHE0,Sec63,Translocation protein SEC63 homolog,-0.5617070234,19.26968875,0.08090935712,0.162926478,Not_sig
Q8VHH5,Agap3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",0.1866572768,19.84625164,0.3829164372,0.5116255961,Not_sig
Q8VHJ5,Mark1,Serine/threonine-protein kinase MARK1,-0.175741719,17.74744719,0.8042914132,0.8678358815,Not_sig
Q8VHK1,Caskin2,Caskin-2,-0.1498635525,18.58174298,0.4330922248,0.558100837,Not_sig
Q8VHL1,Setd7,Histone-lysine N-methyltransferase SETD7,-0.1627959967,21.54779345,0.2078141931,0.3248902185,Not_sig
Q8VHN8,Nudt16l1,Tudor-interacting repair regulator protein,0.4780791631,19.16219616,0.0595632004,0.1304522785,Not_sig
Q8VHQ9,Acot11,Acyl-coenzyme A thioesterase 11,0.2157651717,19.52082286,0.3297248607,0.4570017641,Not_sig
Q8VHX6,Flnc,Filamin-C,1.482621848,22.68524636,0.01390368871,0.04528765386,Up
Q8VHY0,Cspg4,Chondroitin sulfate proteoglycan 4,-0.06992531771,21.7245365,0.5200158417,0.636536677,Not_sig
Q8VI36,Pxn,Paxillin,0.1922338313,21.08498267,0.09821974406,0.1875148783,Not_sig
Q8VI75,Ipo4,Importin-4,0.1438083521,20.24848637,0.1600266046,0.2695778572,Not_sig
Q8VIJ6,Sfpq,"Splicing factor, proline- and glutamine-rich",-0.6684536451,22.69138755,0.000172779471,0.002370811678,Down
Q8VIM9,Irgq,Immunity-related GTPase family Q protein,0.07617852771,21.89557196,0.6029674497,0.7118701846,Not_sig
Q8WTY4,Ciapin1,Anamorsin,0.01870913743,20.92693313,0.9177380906,0.9456832279,Not_sig
Q91UZ5,Impa2,Inositol monophosphatase 2,0.4778534789,19.036167,0.1447508616,0.2501253027,Not_sig
Q91V12,Acot7,Cytosolic acyl coenzyme A thioester hydrolase,-0.00908135191,24.86338256,0.9454550223,0.9643691665,Not_sig
Q91V24,Abca7,ATP-binding cassette sub-family A member 7,0.8700377807,18.37503159,0.02979191349,0.07849423758,Not_sig
Q91V36,Nrbp2,Nuclear receptor-binding protein 2,-0.008604682564,20.08286215,0.9523457111,0.9703763732,Not_sig
